left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	equiv_clique_size
http://purl.obolibrary.org/obo/ICD10_Q70.1	Webbed fingers	HP:0010554	Cutaneous finger syndactyly	label	hasExactSynonym	Webbed fingers	Webbed fingers	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q76.1	Klippel-Feil syndrome	HP:0004602	Cervical C2/C3 vertebral fusion	label	hasExactSynonym	Klippel-Feil syndrome	Klippel-Feil syndrome	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q21.0	Ventricular septal defect	HP:0001629	Ventricular septal defect	label	label	Ventricular septal defect	Ventricular septal defect	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q25.1	Coarctation of aorta	HP:0001680	Coarctation of aorta	label	label	Coarctation of aorta	Coarctation of aorta	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H53.63	Congenital night blindness	HP:0007642	Congenital stationary night blindness	label	hasExactSynonym	Congenital night blindness	Congenital night blindness	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L52	Erythema nodosum	HP:0012219	Erythema nodosum	label	label	Erythema nodosum	Erythema nodosum	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K90.0	Celiac disease	HP:0002608	Celiac disease	label	label	Celiac disease	Celiac disease	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I51.7	Cardiomegaly	HP:0001640	Cardiomegaly	label	label	Cardiomegaly	Cardiomegaly	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q22.6	Hypoplastic right heart syndrome	HP:0010954	Hypoplastic right heart	label	hasExactSynonym	Hypoplastic right heart syndrome	Hypoplastic right heart syndrome	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E87.5	Hyperkalemia	HP:0002153	Hyperkalemia	label	label	Hyperkalemia	Hyperkalemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G56.0	Carpal tunnel syndrome	HP:0012185	Constrictive median neuropathy	label	hasRelatedSynonym	Carpal tunnel syndrome	Carpal tunnel syndrome	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q35.6	Cleft palate, median	HP:0009099	Median cleft palate	label	label	Cleft palate, median	Median cleft palate	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E23.2	Diabetes insipidus	HP:0000873	Diabetes insipidus	label	label	Diabetes insipidus	Diabetes insipidus	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J93	Pneumothorax	HP:0002107	Pneumothorax	label	label	Pneumothorax	Pneumothorax	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q36.9	Cleft lip, unilateral	HP:0100333	Unilateral cleft lip	label	label	Cleft lip, unilateral	Unilateral cleft lip	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N94.2	Vaginismus	HP:0030017	Vaginismus	label	label	Vaginismus	Vaginismus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L90.6	Striae atrophicae	HP:0001065	Striae distensae	label	hasExactSynonym	Striae atrophicae	Striae atrophicae	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M26.03	Mandibular hyperplasia	HP:0000303	Mandibular prognathia	label	hasExactSynonym	Mandibular hyperplasia	Mandibular hyperplasia	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L60.3	Nail dystrophy	HP:0008404	Nail dystrophy	label	label	Nail dystrophy	Nail dystrophy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_F70.F79	Mental retardation	HP:0001249	Intellectual disability	label	hasExactSynonym	Mental retardation	Mental retardation	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I68.0	Cerebral amyloid angiopathy	HP:0011970	Cerebral amyloid angiopathy	label	label	Cerebral amyloid angiopathy	Cerebral amyloid angiopathy	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L81.3	Cafe au lait spots	HP:0000957	Cafe-au-lait spot	label	hasExactSynonym	Cafe au lait spots	Cafe au lait spots	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R23.0	Cyanosis	HP:0000961	Cyanosis	label	label	Cyanosis	Cyanosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K31.84	Gastroparesis	HP:0002578	Gastroparesis	label	label	Gastroparesis	Gastroparesis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I25.4	Coronary artery aneurysm	HP:0030882	Coronary artery aneurysm	label	label	Coronary artery aneurysm	Coronary artery aneurysm	100.0	0.3333333333333333	1.0	2	0.5	3
http://purl.obolibrary.org/obo/ICD10_F52.31	Female orgasmic disorder	HP:0030015	Female anorgasmia	label	hasBroadSynonym	Female orgasmic disorder	Female orgasmic disorder	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I42.0	Dilated cardiomyopathy	HP:0001644	Dilated cardiomyopathy	label	label	Dilated cardiomyopathy	Dilated cardiomyopathy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I47.1	Supraventricular tachycardia	HP:0004755	Supraventricular tachycardia	label	label	Supraventricular tachycardia	Supraventricular tachycardia	66.66666666666666	0.3333333333333333	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q20.1	Double outlet right ventricle	HP:0001719	Double outlet right ventricle	label	label	Double outlet right ventricle	Double outlet right ventricle	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q06.0	Amyelia	HP:0100566	Amyelia	label	label	Amyelia	Amyelia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q26.1	Persistent left superior vena cava	HP:0005301	Persistent left superior vena cava	label	label	Persistent left superior vena cava	Persistent left superior vena cava	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N25.1	Nephrogenic diabetes insipidus	HP:0009806	Nephrogenic diabetes insipidus	label	label	Nephrogenic diabetes insipidus	Nephrogenic diabetes insipidus	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K76.6	Portal hypertension	HP:0001409	Portal hypertension	label	label	Portal hypertension	Portal hypertension	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L03.213	Periorbital cellulitis	HP:0100539	Periorbital edema	label	hasExactSynonym	Periorbital cellulitis	Periorbital cellulitis	60.0	0.5	0.3333333333333333	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H53.4	Visual field defects	HP:0001123	Visual field defect	label	hasExactSynonym	Visual field defects	Visual field defects	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I50.0	Congestive heart failure	HP:0001635	Congestive heart failure	label	label	Congestive heart failure	Congestive heart failure	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I40	myocarditis	HP:0012819	Myocarditis	label	label	myocarditis	Myocarditis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q31.2	Laryngeal hypoplasia	HP:0008749	Laryngeal hypoplasia	label	label	Laryngeal hypoplasia	Laryngeal hypoplasia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R25.0	Abnormal head movements	HP:0002457	Abnormal head movements	label	label	Abnormal head movements	Abnormal head movements	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D89.1	Cryoglobulinemia	HP:0100778	Cryoglobulinemia	label	label	Cryoglobulinemia	Cryoglobulinemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R35.1	Nocturia	HP:0000017	Nocturia	label	label	Nocturia	Nocturia	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_A02.24	Salmonella osteomyelitis	HP:0005661	Salmonella osteomyelitis	label	label	Salmonella osteomyelitis	Salmonella osteomyelitis	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K56.2	Volvulus	HP:0002580	Volvulus	label	label	Volvulus	Volvulus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K22.2	Esophageal obstruction	HP:0005240	Esophageal obstruction	label	label	Esophageal obstruction	Esophageal obstruction	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q35.1	Cleft hard palate	HP:0410005	Cleft hard palate	label	label	Cleft hard palate	Cleft hard palate	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E72.01	Cystinuria	HP:0003131	Cystinuria	label	label	Cystinuria	Cystinuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q13.5	Blue sclera	HP:0000592	Blue sclerae	label	hasExactSynonym	Blue sclera	Blue sclera	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M43.0	Spondylolysis	HP:0003304	Spondylolysis	label	label	Spondylolysis	Spondylolysis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R68.3	Clubbing of fingers	HP:0100759	Clubbing of fingers	label	label	Clubbing of fingers	Clubbing of fingers	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G45.4	Transient global amnesia	HP:0010534	Transient global amnesia	label	label	Transient global amnesia	Transient global amnesia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R06.83	Snoring	HP:0025267	Snoring	label	label	Snoring	Snoring	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R63.3	Feeding difficulties	HP:0011968	Feeding difficulties	label	label	Feeding difficulties	Feeding difficulties	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M17	osteoarthritis knee	HP:0005086	Knee osteoarthritis	label	label	osteoarthritis knee	Knee osteoarthritis	85.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_F30	manic	HP:0100754	Mania	label	hasExactSynonym	manic	Manic	90.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G51.4	Facial myokymia	HP:0000317	Facial myokymia	label	label	Facial myokymia	Facial myokymia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N47.2	Paraphimosis	HP:0100588	Paraphimosis	label	label	Paraphimosis	Paraphimosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Z18.32	Retained tooth	HP:0011079	Impacted tooth	label	hasExactSynonym	Retained tooth	Retained tooth	90.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q80	Congenital ichthyosis	HP:0007431	Congenital ichthyosiform erythroderma	label	hasExactSynonym	Congenital ichthyosis	Congenital ichthyosis	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G24.5	Blepharospasm	HP:0000643	Blepharospasm	label	label	Blepharospasm	Blepharospasm	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L71	Rosacea	HP:0001041	Facial erythema	label	hasNarrowSynonym	Rosacea	Rosacea	37.5	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q63.2	Ectopic kidney	HP:0000086	Ectopic kidney	label	label	Ectopic kidney	Ectopic kidney	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R19.1	Abnormal bowel sounds	HP:0030142	Abnormal bowel sounds	label	label	Abnormal bowel sounds	Abnormal bowel sounds	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E66	Obesity	HP:0001513	Obesity	label	label	Obesity	Obesity	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J84.2	Lymphoid interstitial pneumonia	HP:0006527	Lymphoid interstitial pneumonia	label	label	Lymphoid interstitial pneumonia	Lymphoid interstitial pneumonia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I86.4	Gastric varices	HP:0030169	Gastric varix	label	hasRelatedSynonym	Gastric varices	Gastric varices	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q23.2	Congenital mitral stenosis	HP:0011570	Congenital mitral stenosis	label	label	Congenital mitral stenosis	Congenital mitral stenosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H16	Keratitis	HP:0000491	Keratitis	label	label	Keratitis	Keratitis	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L81.1	Chloasma	HP:0025272	Melasma	label	hasExactSynonym	Chloasma	Chloasma	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L74.4	Anhidrosis	HP:0000970	Anhidrosis	label	label	Anhidrosis	Anhidrosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J43	emphysema	HP:0002097	Emphysema	label	label	emphysema	Emphysema	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R05	Cough	HP:0012735	Cough	label	label	Cough	Cough	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q72.7	Split foot	HP:0001839	Split foot	label	label	Split foot	Split foot	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q65.1	Congenital dislocation of hip, bilateral	HP:0008780	Congenital bilateral hip dislocation	label	label	Congenital dislocation of hip, bilateral	Congenital bilateral hip dislocation	72.24999999999999	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E10	type 1 diabetes mellitus	HP:0100651	Type I diabetes mellitus	label	label	type 1 diabetes mellitus	Type I diabetes mellitus	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E72.52	Trimethylaminuria	HP:0003614	Trimethylaminuria	label	label	Trimethylaminuria	Trimethylaminuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R82.3	Hemoglobinuria	HP:0003641	Hemoglobinuria	label	label	Hemoglobinuria	Hemoglobinuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M26.04	Mandibular hypoplasia	HP:0000347	Micrognathia	label	hasExactSynonym	Mandibular hypoplasia	Mandibular hypoplasia	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K86.81	Exocrine pancreatic insufficiency	HP:0001738	Exocrine pancreatic insufficiency	label	label	Exocrine pancreatic insufficiency	Exocrine pancreatic insufficiency	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R80	proteinuria	HP:0000093	Proteinuria	label	label	proteinuria	Proteinuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R45.84	Anhedonia	HP:0012154	Anhedonia	label	label	Anhedonia	Anhedonia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E66.3	Overweight	HP:0025502	Overweight	label	label	Overweight	Overweight	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_A46	Erysipelas	HP:0001055	Erysipelas	label	label	Erysipelas	Erysipelas	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_O92.3	Agalactia	HP:0031109	Agalactia	label	label	Agalactia	Agalactia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q38.1	Ankyloglossia	HP:0010296	Ankyloglossia	label	label	Ankyloglossia	Ankyloglossia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q70.3	Webbed toes	HP:0001770	Toe syndactyly	label	hasExactSynonym	Webbed toes	Webbed toes	90.0	1.0	1.0	0	0.5	3
http://purl.obolibrary.org/obo/ICD10_Q70.2	Fused toes	HP:0001770	Toe syndactyly	label	hasExactSynonym	Fused toes	Fused toes	90.0	1.0	1.0	2	0.5	3
http://purl.obolibrary.org/obo/ICD10_Q25.47	Right aortic arch	HP:0012020	Right aortic arch	label	label	Right aortic arch	Right aortic arch	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L89	pressure ulcer of	HP:0012399	Pressure ulcer	label	label	pressure ulcer of	Pressure ulcer	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q21.2	Atrioventricular septal defect	HP:0006695	Atrioventricular canal defect	label	hasExactSynonym	Atrioventricular septal defect	Atrioventricular septal defect	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I95.1	Orthostatic hypotension	HP:0001278	Orthostatic hypotension	label	label	Orthostatic hypotension	Orthostatic hypotension	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D22	melanocytic nevi	HP:0000995	Melanocytic nevus	label	hasExactSynonym	melanocytic nevi	Melanocytic nevi	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R48.3	Visual agnosia	HP:0030222	Visual agnosia	label	label	Visual agnosia	Visual agnosia	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I70.0	Atherosclerosis of aorta	HP:0012397	Aortic atherosclerosis	label	hasExactSynonym	Atherosclerosis of aorta	Atherosclerosis of the aorta	65.02499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q83.2	Absent nipple	HP:0002561	Absent nipple	label	label	Absent nipple	Absent nipple	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R12	Heartburn	HP:0002020	Gastroesophageal reflux	label	hasExactSynonym	Heartburn	Heartburn	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M62.82	Rhabdomyolysis	HP:0003201	Rhabdomyolysis	label	label	Rhabdomyolysis	Rhabdomyolysis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R57.0	Cardiogenic shock	HP:0030149	Cardiogenic shock	label	label	Cardiogenic shock	Cardiogenic shock	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_O03	spontaneous abortion	HP:0005268	Spontaneous abortion	label	label	spontaneous abortion	Spontaneous abortion	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N80	endometriosis	HP:0030127	Endometriosis	label	label	endometriosis	Endometriosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K61.1	Rectal abscess	HP:0005224	Rectal abscess	label	label	Rectal abscess	Rectal abscess	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I49.01	Ventricular fibrillation	HP:0001663	Ventricular fibrillation	label	label	Ventricular fibrillation	Ventricular fibrillation	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E55	Vitamin D deficiency	HP:0100512	Vitamin D deficiency	label	label	Vitamin D deficiency	Vitamin D deficiency	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M10	gout	HP:0001997	Gout	label	label	gout	Gout	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q60.4	Renal hypoplasia, bilateral	HP:0012584	Bilateral renal hypoplasia	label	label	Renal hypoplasia, bilateral	Bilateral renal hypoplasia	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L72.3	Sebaceous cyst	HP:0200040	Epidermal cyst	label	hasRelatedSynonym	Sebaceous cyst	Sebaceous cyst	50.0	1.0	0.5	2	0.3333333333333333	3
http://purl.obolibrary.org/obo/ICD10_I77.71	Dissection of carotid artery	HP:0012158	Carotid artery dissection	label	label	Dissection of carotid artery	Carotid artery dissection	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J01	acute	HP:0011009	Acute	label	label	acute	Acute	100.0	1.0	1.0	2	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_G51.0	Bell's palsy	HP:0010628	Facial palsy	label	hasExactSynonym	Bell's palsy	Bell's palsy	90.0	1.0	1.0	0	0.6428571428571429	3
http://purl.obolibrary.org/obo/ICD10_H51.11	Convergence insufficiency	HP:0000619	Impaired convergence	label	hasExactSynonym	Convergence insufficiency	Convergence insufficiency	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G45.3	Amaurosis fugax	HP:0100576	Amaurosis fugax	label	label	Amaurosis fugax	Amaurosis fugax	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K40.K46	Hernia	HP:0100790	Hernia	label	label	Hernia	Hernia	100.0	0.2	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G72.3	Periodic paralysis	HP:0003768	Periodic paralysis	label	label	Periodic paralysis	Periodic paralysis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K14.5	Plicated tongue	HP:0000221	Furrowed tongue	label	hasExactSynonym	Plicated tongue	Plicated tongue	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R11	Nausea and vomiting	HP:0002017	Nausea and vomiting	label	label	Nausea and vomiting	Nausea and vomiting	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K56.0	Paralytic ileus	HP:0002590	Paralytic ileus	label	label	Paralytic ileus	Paralytic ileus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H11.0	Pterygium	HP:0001059	Pterygium	label	label	Pterygium	Pterygium	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L72.11	Pilar cyst	HP:0025246	Trichilemmal cyst	label	hasExactSynonym	Pilar cyst	Pilar cyst	90.0	1.0	0.5	2	0.47368421052631576	3
http://purl.obolibrary.org/obo/ICD10_E70.3	Albinism	HP:0001022	Albinism	label	label	Albinism	Albinism	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M16	osteoarthritis hip	HP:0008843	Hip osteoarthritis	label	label	osteoarthritis hip	Hip osteoarthritis	85.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R48.2	Apraxia	HP:0002186	Apraxia	label	label	Apraxia	Apraxia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R26.0	Ataxic gait	HP:0002066	Gait ataxia	label	hasExactSynonym	Ataxic gait	Ataxic gait	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_F91.3	Oppositional defiant disorder	HP:0010865	Oppositional defiant disorder	label	label	Oppositional defiant disorder	Oppositional defiant disorder	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H18.6	Keratoconus	HP:0000563	Keratoconus	label	label	Keratoconus	Keratoconus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q67.6	Pectus excavatum	HP:0000767	Pectus excavatum	label	label	Pectus excavatum	Pectus excavatum	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G25.81	Restless legs syndrome	HP:0012452	Restless legs	label	hasRelatedSynonym	Restless legs syndrome	Restless legs syndrome	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I15	hypertension	HP:0000822	Hypertension	label	label	hypertension	Hypertension	100.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L93.0	Discoid lupus erythematosus	HP:0007417	Discoid lupus rash	label	hasExactSynonym	Discoid lupus erythematosus	Discoid lupus erythematosus	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K90	Intestinal malabsorption	HP:0002024	Malabsorption	label	hasExactSynonym	Intestinal malabsorption	Intestinal malabsorption	67.5	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E23.0	Hypopituitarism	HP:0040075	Hypopituitarism	label	label	Hypopituitarism	Hypopituitarism	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G37	central	HP:0030645	Central	label	label	central	Central	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K59.0	Constipation	HP:0002019	Constipation	label	label	Constipation	Constipation	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R47.02	Dysphasia	HP:0002357	Dysphasia	label	label	Dysphasia	Dysphasia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L03	Cellulitis	HP:0100658	Cellulitis	label	label	Cellulitis	Cellulitis	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q44.6	Cystic disease of liver	HP:0006706	Cystic liver disease	label	label	Cystic disease of liver	Cystic liver disease	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E86.1	Hypovolemia	HP:0011106	Hypovolemia	label	label	Hypovolemia	Hypovolemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I50.1	Left ventricular failure	HP:0005162	Left ventricular failure	label	label	Left ventricular failure	Left ventricular failure	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_C90.0	Multiple myeloma	HP:0006775	Multiple myeloma	label	label	Multiple myeloma	Multiple myeloma	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J20	acute bronchitis	HP:0012388	Acute bronchitis	label	label	acute bronchitis	Acute bronchitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_O15	eclampsia	HP:0100601	Eclampsia	label	label	eclampsia	Eclampsia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M24.7	Protrusio acetabuli	HP:0003179	Protrusio acetabuli	label	label	Protrusio acetabuli	Protrusio acetabuli	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E78.3	Hyperchylomicronemia	HP:0012238	Hyperchylomicronemia	label	label	Hyperchylomicronemia	Hyperchylomicronemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R63.0	Anorexia	HP:0002039	Anorexia	label	label	Anorexia	Anorexia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q35.7	Cleft uvula	HP:0000193	Bifid uvula	label	hasExactSynonym	Cleft uvula	Cleft uvula	90.0	1.0	1.0	0	0.5142857142857142	3
http://purl.obolibrary.org/obo/ICD10_L50.3	Dermatographic urticaria	HP:0011971	Dermatographic urticaria	label	label	Dermatographic urticaria	Dermatographic urticaria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G80	cerebral palsy	HP:0100021	Cerebral palsy	label	label	cerebral palsy	Cerebral palsy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R60	edema	HP:0000969	Edema	label	label	edema	Edema	100.0	1.0	0.25	4	1.0	2
