ORDR ID:			Disease Name:	Synonym(s):	OMIM Num(s):	Orphanet Num(s):	URL:
6692			Hypercementosis				http://rarediseases.info.nih.gov/gard/6692/Hypercementosis/resources/1
6702			Hyperlipoproteinemia type 2	Hyper-beta-lipoproteinemia;Hyperbetalipoproteinemia;Hyperlipoproteinemia type II	144400		http://rarediseases.info.nih.gov/gard/6702/Hyperlipoproteinemia-type-2/resources/1
6703			Hyperlipidemia type 3	Broad beta disease;Broad-betalipoproteinemia;Dysbetalipoproteinemia;Dyslipidemia type 3;Familial dysbetalipoproteinemia;Familial hyperlipoproteinemia type 3;HLP type 3;Hyperlipoproteinemia type 3;Hyperlipoproteinemia type III;Remnant disease;Remnant removal disease	107741	412	http://rarediseases.info.nih.gov/gard/6703/Hyperlipidemia-type-3/resources/1
6704			Hyperlipoproteinemia type 5	"Hyperchylomicronemia late onset;Hyperchylomicronemia with hyperprebetalipoproteinemia, familial;Hyperlipemia combined fat and carbohydrate-induced;Hyperlipemia mixed;Hyperlipidemia type V;Hyperlipoproteinemia type V;Major hyperlipidemia;Mixed hyperlipemia;Type V hyperlipoproteinemia"	144650	70470	http://rarediseases.info.nih.gov/gard/6704/Hyperlipoproteinemia-type-5/resources/1
6710			Hyperprolinemia type 2	1 alpha pyrroline-5-carboxylate dehydrogenase deficiency;Delta1-pyrroline-5-carboxylate dehydrogenase deficiency;Hyperprolinemia type 2;Type 2 hyperprolinemia	239510	79101	http://rarediseases.info.nih.gov/gard/6710/Hyperprolinemia-type-2/resources/1
6717			Hypertrophic branchial myopathy				http://rarediseases.info.nih.gov/gard/6717/Hypertrophic-branchial-myopathy/resources/1
6722			Hypoadrenalism				http://rarediseases.info.nih.gov/gard/6722/Hypoadrenalism/resources/1
6724			Hypochondroplasia	HCH	146000	429	http://rarediseases.info.nih.gov/gard/6724/Hypochondroplasia/resources/1
6725			Hypocomplementemic urticarial vasculitis syndrome				http://rarediseases.info.nih.gov/gard/6725/Hypocomplementemic-urticarial-vasculitis-syndrome/resources/1
6729			Hypokalemic periodic paralysis	HOKPP;HypoPP;Westphall disease	170400	681	http://rarediseases.info.nih.gov/gard/6729/Hypokalemic-periodic-paralysis/resources/1
6730			Hypoketonemic hypoglycemia				http://rarediseases.info.nih.gov/gard/6730/Hypoketonemic-hypoglycemia/resources/1
6731			Hypomelanotic disorder	Hypopigmentation			http://rarediseases.info.nih.gov/gard/6731/Hypomelanotic-disorder/resources/1
6733			Hypoparathyroidism	"Hypoparathyroidism, idiopathic (subtype);Parathyroid, underactivity of"	146200	2238	http://rarediseases.info.nih.gov/gard/6733/Hypoparathyroidism/resources/1
6734			Hypophosphatasia	Hypophosphatasia mild;Phosphoethanol-aminuria	146300	436	http://rarediseases.info.nih.gov/gard/6734/Hypophosphatasia/resources/1
6735			Hypophosphatemic rickets	"HYP;Hypophosphatemia,  X-linked;Hypophosphatemia, vitamin D-resistant rickets;Vitamin D-resistant rickets,  X-linked;X-linked hypophosphatemia;X-linked hypophosphatemic rickets;XLH"	307800	89936	http://rarediseases.info.nih.gov/gard/6735/Hypophosphatemic-rickets/resources/1
6737			Panhypopituitarism X-linked	Panhypopituitarism;PHPX;Pituitary dwarfism IV (formerly)	312000	90695	http://rarediseases.info.nih.gov/gard/6737/Panhypopituitarism-X-linked/resources/1
6738			Hypoplasia of the tibia with polydactyly	Tibial hemimelia- polydactyly- triphalangeal thumbs with fibular dimelia			http://rarediseases.info.nih.gov/gard/6738/Hypoplasia-of-the-tibia-with-polydactyly/resources/1
6739			Hypoplastic left heart syndrome	HLHS	241550	2248	http://rarediseases.info.nih.gov/gard/6739/Hypoplastic-left-heart-syndrome/resources/1
6740			Hyporeninemic hypoaldosteronism				http://rarediseases.info.nih.gov/gard/6740/Hyporeninemic-hypoaldosteronism/resources/1
6749			I cell disease	GNPTA;I-cell disease;ICD;Inclusion cell disease;Leroy Disease;ML 2;ML disorder type 2;Mucolipidosis 2;Mucolipidosis type II;N-acetylglucosamine 1-phosphotransferase deficiency;N-acetylglucosamine 1phosphotransferase deficiency	252500	576	http://rarediseases.info.nih.gov/gard/6749/I-cell-disease/resources/1
6752			Ichthyosis vulgaris	Common ichthyosis;Fish scale disease;Ichthyosis simplex	146700		http://rarediseases.info.nih.gov/gard/6752/Ichthyosis-vulgaris/resources/1
6755			Idiopathic alveolar hypoventilation syndrome	Primary central sleep apnea			http://rarediseases.info.nih.gov/gard/6755/Idiopathic-alveolar-hypoventilation-syndrome/resources/1
6757			Idiopathic dilatation of the pulmonary artery				http://rarediseases.info.nih.gov/gard/6757/Idiopathic-dilatation-of-the-pulmonary-artery/resources/1
6759			Idiopathic edema	Cyclical edema;Fluid retention syndrome;Idiopathic cyclic edema;Idiopathic orthostatic edema			http://rarediseases.info.nih.gov/gard/6759/Idiopathic-edema/resources/1
6760			Juvenile osteoporosis	"Idiopathic juvenile osteoporosis;IJO;Osteoporosis, juvenile"	259750	85193	http://rarediseases.info.nih.gov/gard/6760/Juvenile-osteoporosis/resources/1
6763			Idiopathic pulmonary hemosiderosis	"Alveolar hypoventilation syndrome;Hemosiderosis, pulmonary, with deficiency of gamma-a globulin;Pulmonary hemosiderosis"	235500	206668;99931	http://rarediseases.info.nih.gov/gard/6763/Idiopathic-pulmonary-hemosiderosis/resources/1
6768			Immune thrombocytopenia				http://rarediseases.info.nih.gov/gard/6768/Immune-thrombocytopenia/resources/1
6769			Imperforate anus				http://rarediseases.info.nih.gov/gard/6769/Imperforate-anus/resources/1
6770			Inborn amino acid metabolism disorder	"Amino acid metabolism, inborn errors"			http://rarediseases.info.nih.gov/gard/6770/Inborn-amino-acid-metabolism-disorder/resources/1
6774			Inborn renal aminoaciduria				http://rarediseases.info.nih.gov/gard/6774/Inborn-renal-aminoaciduria/resources/1
6777			Inclusion conjunctivitis				http://rarediseases.info.nih.gov/gard/6777/Inclusion-conjunctivitis/resources/1
6778			Incontinentia pigmenti	"Bloch-Siemens syndrome;Bloch-Sulzberger syndrome;Incontinentia pigmenti type 2 (formerly);Incontinentia pigmenti, familial male-lethal type;IP;IP2 (formerly)"	308300	464	http://rarediseases.info.nih.gov/gard/6778/Incontinentia-pigmenti/resources/1
6779			Infantile apnea	AOI;Apnea of infancy		70590	http://rarediseases.info.nih.gov/gard/6779/Infantile-apnea/resources/1
6781			Infectious arthritis	Septic arthritis			http://rarediseases.info.nih.gov/gard/6781/Infectious-arthritis/resources/1
6782			Infectious myocarditis				http://rarediseases.info.nih.gov/gard/6782/Infectious-myocarditis/resources/1
6784			Inflammatory breast cancer	"Breast cancer, inflammatory"			http://rarediseases.info.nih.gov/gard/6784/Inflammatory-breast-cancer/resources/1
6786			Intercellular cholesterol esterification disease				http://rarediseases.info.nih.gov/gard/6786/Intercellular-cholesterol-esterification-disease/resources/1
6787			Interstitial cystitis	Hunner's patch;Hunner's ulcer;IC;Painful bladder syndrome;PBS;Pelvic pain syndrome;Trigonitis			http://rarediseases.info.nih.gov/gard/6787/Interstitial-cystitis/resources/1
6789			Intestinal pseudo-obstruction	Hollow visceral myopathy;Intestinal pseudoobstruction	609629		http://rarediseases.info.nih.gov/gard/6789/Intestinal-pseudo-obstruction/resources/1
6791			Fuchs heterochromic iridocyclitis	FHI;Fuchs heterochromic cyclitis;Fuchs heterochromic uveitis		263479	http://rarediseases.info.nih.gov/gard/6791/Fuchs-heterochromic-iridocyclitis/resources/1
6793			Isaac's syndrome	Continuous muscle fiber activity syndrome;Isaac's-Merten's syndrome;Neuromyotonia;Quantal squander syndrome;Seminoma of testis;Seminomatous germ cell tumor of testis;Testicular seminoma;Testicular seminomatous germ cell tumor			http://rarediseases.info.nih.gov/gard/6793/Isaac's-syndrome/resources/1
6795			Ivemark syndrome	Asplenia syndrome;Asplenia with cardiovascular anomalies;Bilateral right-sidedness sequence;Splenic agenesis syndrome	208530	97548	http://rarediseases.info.nih.gov/gard/6795/Ivemark-syndrome/resources/1
6796			Jackson-Weiss syndrome	"Craniosynostosis - midfacial hypoplasia - foot abnormalities;Craniosynostosis, midfacial hypoplasia, and foot abnormalities;JWS"	123150	1540	http://rarediseases.info.nih.gov/gard/6796/Jackson-Weiss-syndrome/resources/1
6797			Japanese encephalitis	JE			http://rarediseases.info.nih.gov/gard/6797/Japanese-encephalitis/resources/1
6798			Spondylothoracic dysostosis	Jarcho-Levin syndrome;Spondylothoracic dysplasia			http://rarediseases.info.nih.gov/gard/6798/Spondylothoracic-dysostosis/resources/1
6799			Jejunal atresia	Apple peel small bowel syndrome;Apple peel syndrome;Apple-peel intestinal atresia;APSB;Atresia of small intestine;Christmas tree syndrome;Familial apple peel jejunal atresia;Intestinal atresia type IIIb;Jejunoileal atresia;Small intestinal atresia	243600	1201	http://rarediseases.info.nih.gov/gard/6799/Jejunal-atresia/resources/1
6800			Autosomal dominant hyper IgE syndrome	"AD hyperimmunoglobulin E syndrome;AD-HIES;Autosomal dominant HIES;Autosomal dominant hyper-IgE syndrome;Autosomal dominant hyperimmunoglobulin E syndrome;Buckley syndrome;HIES autosomal dominant;Hyper Ig E syndrome, autosomal dominant;Hyperimmunoglobulin E recurrent infection syndrome, autosomal dominant;Hyperimmunoglobulin E syndrome type 1;Hyperimmunoglobulin E-recurrent infection syndrome;Job syndrome;Job syndrome autosomal dominant;STAT3 deficiency"	147060	2314	http://rarediseases.info.nih.gov/gard/6800/Autosomal-dominant-hyper-IgE-syndrome/resources/1
6801			Spinocerebellar ataxia 3	Autosomal dominant striatonigral degeneration;Azorean disease of the nervous system;Azorean neurologic disease;Machado disease;Machado Joseph disease;Machado-Joseph disease;MJD;Nigro-spino-dentatal degeneration with nuclear ophthalmoplegia;Nigrospinodentatal degeneration;SCA3;Spinocerebellar ataxia type 3;Spinocerebellar atrophy type 3;Spinopontine atrophy	109150	98757	http://rarediseases.info.nih.gov/gard/6801/Spinocerebellar-ataxia-3/resources/1
6802			Joubert syndrome	Cerebellar vermis agenesis;Cerebellooculorenal syndrome 1;Cerebelloparenchymal disorder 4;Cerebelloparenchymal disorder IV;Classic Joubert syndrome;CORS1;CPD IV;CPD4;JBTS1;Joubert syndrome 1;Joubert syndrome type A;Joubert-Boltshauser syndrome;Pure Joubert syndrome	213300	475	http://rarediseases.info.nih.gov/gard/6802/Joubert-syndrome/resources/1
6803			Jumping Frenchmen of Maine	'jumpers' of Maine;Exaggerated startle reflex;Startle disease	244100		http://rarediseases.info.nih.gov/gard/6803/Jumping-Frenchmen-of-Maine/resources/1
6805			Juvenile dermatomyositis	Dermatomyositis;DM;JDM;JPM;Juvenile DM;Juvenile myositis;Juvenile polymyositis;Polymyalgia rheumatica;Rhizomelic pseudopolyarthritis	160750	221;93672	http://rarediseases.info.nih.gov/gard/6805/Juvenile-dermatomyositis/resources/1
6806			Familial juvenile hyperuricaemic nephropathy	"Familial juvenile gouty nephropathy;Familial juvenile hyperuricemic nephropathy type 1;Familial nephropathy with gout;FJHN;FJHN type 1;Gouty nephropathy, familial juvenile;Juvenile gout;Nephropathy, familial, with gout;UMOD-associated familial juvenile hyperuricemic nephropathy;UMOD-associated FJHN;UMOD-related kidney disease;Uromodulin-associated kidney disease"	162000	209886	http://rarediseases.info.nih.gov/gard/6806/Familial-juvenile-hyperuricaemic-nephropathy/resources/1
6807			Juvenile hyaline fibromatosis	"Fibromatosis juvenile hyaline;Hyalinosis, systemic juvenile;Hypertrophic cardiomyopathy due to intensive athletic training;Infantile systemic hyalinosis;JHF;Murray-Puretic-Drescher syndrome;Puretic syndrome"	228600	2028	http://rarediseases.info.nih.gov/gard/6807/Juvenile-hyaline-fibromatosis/resources/1
6808			Juvenile myoclonic epilepsy	"EJM;Janz syndrome;JME;Myoclonic epilepsy, juvenile, 1;Petit mal, impulsive"	606904		http://rarediseases.info.nih.gov/gard/6808/Juvenile-myoclonic-epilepsy/resources/1
6810			Kabuki syndrome	Kabuki make up syndrome;Kabuki make-up syndrome;KMS;Niikawa-Kuroki syndrome;NKS	147920	2322	http://rarediseases.info.nih.gov/gard/6810/Kabuki-syndrome/resources/1
6811			Kallikrein hypertension	Kallikrein attenuated hypertension	147910		http://rarediseases.info.nih.gov/gard/6811/Kallikrein-hypertension/resources/1
6814			Classic Kaposi sarcoma	HHV8;Human herpesvirus 8;Kaposi sarcoma;Kaposi sarcoma herpesvirus;Kaposi's sarcoma;KSHV;Mediterranean Kaposi sarcoma;Non AIDS related Kaposi sarcoma	148000	33276	http://rarediseases.info.nih.gov/gard/6814/Classic-Kaposi-sarcoma/resources/1
6815			Kartagener syndrome	Dextrocardia bronchiectasis and sinusitis;PCD;Primary ciliary dyskinesia;Siewert syndrome	244400	244	http://rarediseases.info.nih.gov/gard/6815/Kartagener-syndrome/resources/1
6816			Kawasaki syndrome	Kawasaki disease;Mucocutaneous lymph node syndrome	611775	2331	http://rarediseases.info.nih.gov/gard/6816/Kawasaki-syndrome/resources/1
6817			Kearns-Sayre syndrome	"Chronic progressive external ophthalmoplegia with myopathy;CPEO with myopathy;CPEO with ragged red fibers;KSS;Mitochondrial cytopathy;Oculocraniosomatic syndrome;Ophthalmoplegia plus syndrome;Ophthalmoplegia, pigmentary degeneration of retina, and cardiomyopathy;Ophthalmoplegia, progressive external, with ragged red fibers"	530000	480	http://rarediseases.info.nih.gov/gard/6817/Kearns-Sayre-syndrome/resources/1
6818			Kennedy disease	Bulbospinal muscular atrophy;SBMA;Spinal and bulbar muscular atrophy;Spinobulbar muscular atrophy;X-linked bulbospinal amyotrophy;X-linked spinal and bulbar muscular atrophy	313200	206701;481	http://rarediseases.info.nih.gov/gard/6818/Kennedy-disease/resources/1
6821			Muir-Torre syndrome	"ACHM;Achromatopsia;Complete or incomplete color blindness;Cutaneous sebaceous neoplasms and keratoacanthomas multiple with gastrointestinal and other carcinomas;Familial keratoacanthoma;Hereditary keratoacanthoma;Keratoacanthoma;Multiple keratoacanthoma;Multiple keratoacanthoma, Muir-Torre type;Pingelapese blindness;Rod monochromacy;Rod monochromatism;Total color blindness"	158320	587	http://rarediseases.info.nih.gov/gard/6821/Muir-Torre-syndrome/resources/1
6824			Keratoconus	KC;Noninflammatory corneal thining	148300	156071	http://rarediseases.info.nih.gov/gard/6824/Keratoconus/resources/1
6825			Keratomalacia	Night Blindness;Retinol Deficiency;Vitamin A Deficiency;Xerotic Keratitis			http://rarediseases.info.nih.gov/gard/6825/Keratomalacia/resources/1
6829			Keratosis follicularis spinulosa decalvans	Keratosis follicularis spinulosa decalvans cum ophiasi;KFSD	308800	2340	http://rarediseases.info.nih.gov/gard/6829/Keratosis-follicularis-spinulosa-decalvans/resources/1
6830			Kernicterus	Bilirubin encephalopathy;Hyperbilirubinemic encephalopathy;Small pox;Variola	237900	2312	http://rarediseases.info.nih.gov/gard/6830/Kernicterus/resources/1
6834			Kikuchi disease	Histiocytic necrotising lymphadenitis;Histiocytic necrotizing lymphadenitis;Kikuchi necrotizing lymphadenitis;Kikuchi's disease;Kikuchi-Fujimoto disease;Kikuchi-Fujimoto's disease;Nosocomial Kikuchi's disease		50918	http://rarediseases.info.nih.gov/gard/6834/Kikuchi-disease/resources/1
6835			Kimura disease	Angiolymphoid hyperplasia with eosinophilia;Eosinophilic granuloma of soft tissue;Eosinophilic hyperplastic lymphogranuloma;Eosinophilic lymphofollicular granuloma;Eosinophilic lymphofolliculosis;Eosinophilic lymphogranuloma		482	http://rarediseases.info.nih.gov/gard/6835/Kimura-disease/resources/1
6838			Segmentation syndrome 1	Klippel-Feil syndrome with laryngeal malformation;SGM1	148900		http://rarediseases.info.nih.gov/gard/6838/Segmentation-syndrome-1/resources/1
6840			Kluver Bucy syndrome	"Bilateral temporal lobe disorder;Memory loss, extreme sexual behavior, placidity, and visual distractibility;Post-encephalitic Kluver Bucy syndrome (type);Post-traumatic Kluver Bucy syndrome (type)"			http://rarediseases.info.nih.gov/gard/6840/Kluver-Bucy-syndrome/resources/1
6841			Kniest dysplasia		156550	485	http://rarediseases.info.nih.gov/gard/6841/Kniest-dysplasia/resources/1
6842			Kohler disease	Aseptic necrosis of the tarsal bone;Kohler's Disease;Kohler's Disease of the Tarsal Navicular;Kohler's Osteochondrosis of the Tarsal Navicular;Navicular Osteochondrosis;Osteochondritis of tarsal/metatarsal bone;Osteochondrosis of the tarsal bone		2054	http://rarediseases.info.nih.gov/gard/6842/Kohler-disease/resources/1
6843			Wernicke-Korsakoff syndrome	Alcohol induced encephalopathy;Korsakoff's amnesic syndrome;Transketolase defect;Wernicke's encephalopathy	277730	97354	http://rarediseases.info.nih.gov/gard/6843/Wernicke-Korsakoff-syndrome/resources/1
6844			Krabbe disease	Galactocerebrosidase deficiency;Galactosylceramidase deficiency;Galactosylceramide beta-galactosidase deficiency;GALC deficiency;GCL;GLD;Globoid cell leukodystrophy;Globoid cell leukoencephalopathy;Krabbe leukodystrophy	245200	487	http://rarediseases.info.nih.gov/gard/6844/Krabbe-disease/resources/1
6845			Autosomal recessive neuronal ceroid lipofuscinosis 4A	"Adult neuronal ceroid lipofuscinosis 4A;Ceroid lipofuscinosis, neuronal, 4A, autosomal recessive;CLN4A;CLN4A disease;Kuf's disease type A;Kuf's disease, autosomal recessive;Neuronal ceroid lipofuscinosis 4A"	204300	228340	http://rarediseases.info.nih.gov/gard/6845/Autosomal-recessive-neuronal-ceroid-lipofuscinosis-4A/resources/1
6848			Lacrimo-auriculo-dento-digital syndrome	Lacrimoauriculodento-digital syndrome;Lacrimoauriculodentodigital syndrome;Lacrimoauriculoradiodental syndrome;LADD syndrome;LARD syndrome;Levy Hollister syndrome;Levy-Hollister syndrome	149730	2363	http://rarediseases.info.nih.gov/gard/6848/Lacrimo-auriculo-dento-digital-syndrome/resources/1
6851			Lambert Eaton myasthenic syndrome	Eaton Lambert syndrome;Lambert Eaton syndrome;Lambert-Eaton myasthenic syndrome;LEMS;Myasthenic syndrome of Lambert-Eaton;Myasthenic-Myopathic syndrome of Lambert-Eaton		43393	http://rarediseases.info.nih.gov/gard/6851/Lambert-Eaton-myasthenic-syndrome/resources/1
6855			Landau-Kleffner syndrome	Acquired aphasia with convulsive disorder;Acquired epileptic aphasia;Acquired epileptiform aphasia;LKS	245570	98818	http://rarediseases.info.nih.gov/gard/6855/Landau-Kleffner-syndrome/resources/1
6858			Langerhans cell histiocytosis	Eosinophilic granuloma (formerly);Hand-Schüller-Christian syndrome (formerly);Histiocytosis X;Langerhans cell granulomatosis;LCH;Letterer-Siwe disease (formerly);Lissencephaly with cerebellar hypoplasia	604856	389;86823	http://rarediseases.info.nih.gov/gard/6858/Langerhans-cell-histiocytosis/resources/1
6859			Laron syndrome	Complete growth hormone insensitivity;GH receptor deficiency;Growth hormone insensitivity syndrome;Growth hormone receptor deficiency;Laron dwarfism;Laron type pituitary dwarfism I;Laron-type dwarfism;Pituitary dwarfism II;Primary GH insensitivity;Primary GH resistance;Primary growth hormone insensitivity;Primary growth hormone resistance;Short stature due to growth hormone resistance	262500	633	http://rarediseases.info.nih.gov/gard/6859/Laron-syndrome/resources/1
6860			Larsen syndrome	Autosomal dominant Larsen syndrome;LRS	150250	503	http://rarediseases.info.nih.gov/gard/6860/Larsen-syndrome/resources/1
6862			Laryngeal cancer	Laryngeal carcinoma			http://rarediseases.info.nih.gov/gard/6862/Laryngeal-cancer/resources/1
6864			Laryngeal papillomatosis	Juvenile laryngeal papillomatosis (subtype);Recurrent laryngeal papillomatosis (subtype);Warts in the throat			http://rarediseases.info.nih.gov/gard/6864/Laryngeal-papillomatosis/resources/1
6865			Laryngomalacia	Congenital laryngeal stridor;Congenital laryngomalacia;Laryngomalacia congenital	150280	2373	http://rarediseases.info.nih.gov/gard/6865/Laryngomalacia/resources/1
6866			Bardet-Biedl syndrome	BBS;Biedl-Bardet Syndrome	209900	110	http://rarediseases.info.nih.gov/gard/6866/Bardet-Biedl-syndrome/resources/1
6867			LCHAD deficiency	3-hydroxyacyl-CoA dehydrogenase long chain deficiency;LCHADD;Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency;Long-chain 3-hydroxy acyl CoA dehydrogenase deficiency;Long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency;Long-chain 3-OH acyl-CoA dehydrogenase deficiency;Trifunctional protein deficiency type 1	609016	;5	http://rarediseases.info.nih.gov/gard/6867/LCHAD-deficiency/resources/1
6870			Leber hereditary optic neuropathy	"Leber optic atrophy;Leber’s disease;LHON;Optic atrophy, Leber type"	535000	104	http://rarediseases.info.nih.gov/gard/6870/Leber-hereditary-optic-neuropathy/resources/1
6873			Ledderhose disease	Lederhose disease;Plantar fibromatosis		199251	http://rarediseases.info.nih.gov/gard/6873/Ledderhose-disease/resources/1
6874			Legg-Calve-Perthes disease	Aseptic necrosis of the capital femoral epiphysis;Coxa plana;LCPD;Legg-Calvé-Perthes disease;Legg-Calve-Perthes syndrome;Osteochondritis deformans;Osteochondritis of the capital femoral epiphysis;Osteochondrosis of the capital femoral epiphysis;Perthes disease	150600	2380	http://rarediseases.info.nih.gov/gard/6874/Legg-Calve-Perthes-disease/resources/1
6876			Legionellosis	Legionella infection;Legionnaire's disease;Pontiac fever	608556		http://rarediseases.info.nih.gov/gard/6876/Legionellosis/resources/1
6877			Leigh syndrome	Infantile subacute necrotizing encephalopathy;Leigh disease;Leigh's disease;Leigh's necrotizing encephalopathy;LS;Necrotizing encephalopathy infantile subacute of Leigh;SNE;Subacute necrotizing encephalopathy	256000	506	http://rarediseases.info.nih.gov/gard/6877/Leigh-syndrome/resources/1
6878			Leiner disease	C5 deficiency;Complement component 5 deficiency;Dysfunction of the fifth component of complement (C5)	609536		http://rarediseases.info.nih.gov/gard/6878/Leiner-disease/resources/1
6880			Leiomyosarcoma			64720	http://rarediseases.info.nih.gov/gard/6880/Leiomyosarcoma/resources/1
6881			Leishmaniasis	Cutaneous leishmaniasis (subtype);Kala-azar;Visceral leishmaniasis (subtype)	608207	507	http://rarediseases.info.nih.gov/gard/6881/Leishmaniasis/resources/1
6882			Lemierre syndrome	Lemierre postanginal sepsis;Necrobacillosis;Oropharyngeal infection leading to secondary septic thrombophlebitis of the internal jugular vein;Postanginal sepsis secondary to orophyngeal infection;Septic phlebitis of the internal jugular vein		137839	http://rarediseases.info.nih.gov/gard/6882/Lemierre-syndrome/resources/1
6885			Leprechaunism	Donohue syndrome	246200	508	http://rarediseases.info.nih.gov/gard/6885/Leprechaunism/resources/1
6886			Hansen's disease	Leprosy		548	http://rarediseases.info.nih.gov/gard/6886/Hansen's-disease/resources/1
6892			Leukemia subleukemic	Aleukemic leukemia cutis			http://rarediseases.info.nih.gov/gard/6892/Leukemia-subleukemic/resources/1
6893			Leukocyte adhesion deficiency type 1	LAD;LAD 1;LFA 1 immunodeficiency;Lymphocyte function-associated antigen 1 immunodeficiency	116920	43	http://rarediseases.info.nih.gov/gard/6893/Leukocyte-adhesion-deficiency-type-1/resources/1
6895			Leukodystrophy			68356	http://rarediseases.info.nih.gov/gard/6895/Leukodystrophy/resources/1
6896			Leukomalacia				http://rarediseases.info.nih.gov/gard/6896/Leukomalacia/resources/1
6897			Leukoplakia				http://rarediseases.info.nih.gov/gard/6897/Leukoplakia/resources/1
6899			Levator syndrome	Levator ani spasm syndrome;Levator ani syndrome			http://rarediseases.info.nih.gov/gard/6899/Levator-syndrome/resources/1
6901			Lhermitte-Duclos disease	Dysplastic gangliocytoma of the cerebellum;LDD	158350	65285	http://rarediseases.info.nih.gov/gard/6901/Lhermitte-Duclos-disease/resources/1
6902			Li-Fraumeni syndrome	"LFS1;Li Fraumeni syndrome;Sarcoma family syndrome of Li and Fraumeni;SBLA syndrome (Sarcoma, Breast, Leukemia, and Adrenal Gland)"	151623	524	http://rarediseases.info.nih.gov/gard/6902/Li-Fraumeni-syndrome/resources/1
6905			Lichen sclerosus	Lichen sclerosis;Lichen sclerosis et atrophicus;Lichen sclerosus et atrophicus	151590	33409	http://rarediseases.info.nih.gov/gard/6905/Lichen-sclerosus/resources/1
6906			Light chain deposition disease	Light-chain deposition disease			http://rarediseases.info.nih.gov/gard/6906/Light-chain-deposition-disease/resources/1
6907			Limb-girdle muscular dystrophy	LGMD;Limb girdle muscular dystrophy		263	http://rarediseases.info.nih.gov/gard/6907/Limb-girdle-muscular-dystrophy/resources/1
6909			Lipodystrophy			98304	http://rarediseases.info.nih.gov/gard/6909/Lipodystrophy/resources/1
6910			Lipogranulomatosis				http://rarediseases.info.nih.gov/gard/6910/Lipogranulomatosis/resources/1
6913			Liposarcoma				http://rarediseases.info.nih.gov/gard/6913/Liposarcoma/resources/1
6914			Lissencephaly X-linked	"Lissencephaly and agenesis of corpus callosum;LISX;Subcortical laminar heterotopia, X-linked,;X-linked lissencephaly;XLIS"	300067		http://rarediseases.info.nih.gov/gard/6914/Lissencephaly-X-linked/resources/1
6915			Listeria infection				http://rarediseases.info.nih.gov/gard/6915/Listeria-infection/resources/1
6919			Locked-in syndrome	Cerebromedullospinal disconnection;Locked in syndrome		2406	http://rarediseases.info.nih.gov/gard/6919/Locked-in-syndrome/resources/1
6920			Loin pain hematuria syndrome	LPHS			http://rarediseases.info.nih.gov/gard/6920/Loin-pain-hematuria-syndrome/resources/1
6922			Long QT syndrome	Congenital long QT syndrome;Familial long QT syndrome		768	http://rarediseases.info.nih.gov/gard/6922/Long-QT-syndrome/resources/1
6932			Lymph node neoplasm				http://rarediseases.info.nih.gov/gard/6932/Lymph-node-neoplasm/resources/1
6933			Lymphangiectasis	Lymphangiectasia			http://rarediseases.info.nih.gov/gard/6933/Lymphangiectasis/resources/1
6936			Lymphatic neoplasm				http://rarediseases.info.nih.gov/gard/6936/Lymphatic-neoplasm/resources/1
6938			Lymphocytes absent				http://rarediseases.info.nih.gov/gard/6938/Lymphocytes-absent/resources/1
6939			Lymphocytic colitis				http://rarediseases.info.nih.gov/gard/6939/Lymphocytic-colitis/resources/1
6940			Lymphocytic infiltrate of Jessner	Benign chronic T-cell infiltrative disorder;Benign lymphocytic infiltration;Jessner disease;Jessner-Kanof lymphocytic infiltration of the skin;Jessner-Kanof syndrome;Jessners benign lymphocytic infiltration of the skin;Jessners lymphocytic infiltration of the skin		33314	http://rarediseases.info.nih.gov/gard/6940/Lymphocytic-infiltrate-of-Jessner/resources/1
6941			Lymphocytic vasculitis	"Vasculitis lymphocytic, nodular"	192310		http://rarediseases.info.nih.gov/gard/6941/Lymphocytic-vasculitis/resources/1
6943			Lymphomatoid granulomatosis				http://rarediseases.info.nih.gov/gard/6943/Lymphomatoid-granulomatosis/resources/1
6944			Lymphomatoid papulosis	LyP;Primary cutaneous CD30+ T-cell lymphoproliferative disease;Primary cutaneous Ki-1+ T-cell lymphoproliferative disease		541;98842	http://rarediseases.info.nih.gov/gard/6944/Lymphomatoid-papulosis/resources/1
6945			Lymphomatous thyroiditis				http://rarediseases.info.nih.gov/gard/6945/Lymphomatous-thyroiditis/resources/1
6946			Lymphosarcoma				http://rarediseases.info.nih.gov/gard/6946/Lymphosarcoma/resources/1
6950			Macrocephaly-capillary malformation	M-CM;M-CMTC;Macrocephaly - cutis marmorata telangiectatica congenita;Macrocephaly cutis marmorata telangiectatica congenita;Macrocephaly-capillary malformation syndrome;MCAP;MCM;MCMTC;Megalencephaly - cutis marmorata telangiectatica congenita;Megalencephaly cutis marmorata telangiectatica congenita;Megalencephaly-capillary malformation syndrome;Megalencephaly-capillary malformation-polymicrogyria syndrome;Megalocephaly cutis marmorata telangiectatica congenita	602501	60040	http://rarediseases.info.nih.gov/gard/6950/Macrocephaly-capillary-malformation/resources/1
6951			Macrodactyly of the foot	Megalodactylism of the foot;Megalodactyly of the foot	155500		http://rarediseases.info.nih.gov/gard/6951/Macrodactyly-of-the-foot/resources/1
